Neighbourhood,From_Date,To_Date,Crime_Code,Crime_Type,Ward,City,FID
Downtown,2017-06-08T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,481
Downtown,2017-06-08T00:00:00.000Z,2017-06-08T00:00:00.000Z,2170,MISCHIEF TO PROP,10,Fredericton,482
Downtown,2017-06-13T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,483
Downtown,2017-06-24T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,484
Downtown,2017-07-06T00:00:00.000Z,2017-07-06T00:00:00.000Z,2170,MISCHIEF TO PROP,11,Fredericton,485
Downtown,2017-07-10T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,486
Downtown,2017-07-14T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,487
Downtown,2017-07-30T00:00:00.000Z,2017-07-31T00:00:00.000Z,2170,MISCHIEF TO PROP,10,Fredericton,488
Downtown,2017-08-28T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,489
Downtown,2017-09-06T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,490
Downtown,2017-09-10T00:00:00.000Z,,2170,MISCHIEF TO PROP,11,Fredericton,491
Downtown,2017-09-10T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,492
Downtown,2017-10-25T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,493
Downtown,2017-01-17T00:00:00.000Z,,2170,MISCHIEF-DATA,11,Fredericton,494
Downtown,2017-04-15T00:00:00.000Z,2017-04-16T00:00:00.000Z,2135,MOTOR VEH THEFT,10,Fredericton,495
Downtown,2017-08-24T00:00:00.000Z,2017-08-25T00:00:00.000Z,2135,MOTOR VEH THEFT,10,Fredericton,496
Downtown,2017-09-09T00:00:00.000Z,2017-09-10T00:00:00.000Z,2135,MOTOR VEH THEFT,10,Fredericton,497
Downtown,2017-01-06T00:00:00.000Z,2017-09-17T00:00:00.000Z,2135,MOTOR VEH THEFT,11,Fredericton,498
Downtown,2017-06-13T00:00:00.000Z,2017-06-14T00:00:00.000Z,2140,THEFT BIKE<$5000,11,Fredericton,499
Downtown,2017-06-16T00:00:00.000Z,,2140,THEFT BIKE<$5000,10,Fredericton,500
Downtown,2017-07-06T00:00:00.000Z,2017-07-07T00:00:00.000Z,2140,THEFT BIKE<$5000,10,Fredericton,501
Downtown,2017-07-28T00:00:00.000Z,2017-07-29T00:00:00.000Z,2140,THEFT BIKE<$5000,10,Fredericton,502
Downtown,2017-07-24T00:00:00.000Z,2017-07-25T00:00:00.000Z,2140,THEFT BIKE<$5000,10,Fredericton,503
Downtown,2017-08-23T00:00:00.000Z,2017-08-23T00:00:00.000Z,2140,THEFT BIKE<$5000,10,Fredericton,504
Downtown,2017-08-24T00:00:00.000Z,2017-08-24T00:00:00.000Z,2140,THEFT BIKE<$5000,11,Fredericton,505
Downtown,2017-09-20T00:00:00.000Z,2017-09-20T00:00:00.000Z,2140,THEFT BIKE<$5000,11,Fredericton,506
Downtown,2017-02-06T00:00:00.000Z,2017-02-07T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,507
Fulton Heights,2017-08-12T00:00:00.000Z,2017-08-13T00:00:00.000Z,2120,B&E RESIDENCE,3,Fredericton,508
Fulton Heights,2017-08-30T00:00:00.000Z,,2120,B&E RESIDENCE,3,Fredericton,509
Fulton Heights,2017-03-26T00:00:00.000Z,,2170,MISCHIEF TO PROP,3,Fredericton,510
Fulton Heights,2017-06-05T00:00:00.000Z,2017-06-05T00:00:00.000Z,2170,MISCHIEF TO PROP,3,Fredericton,511
Fulton Heights,2017-07-14T00:00:00.000Z,2017-07-15T00:00:00.000Z,2170,MISCHIEF TO PROP,3,Fredericton,512
Fulton Heights,2017-07-17T00:00:00.000Z,,2170,MISCHIEF TO PROP,3,Fredericton,513
Fulton Heights,2017-09-10T00:00:00.000Z,,2170,MISCHIEF TO PROP,2,Fredericton,514
Fulton Heights,2017-09-30T00:00:00.000Z,,2170,MISCHIEF TO PROP,3,Fredericton,515
Fulton Heights,2017-10-01T00:00:00.000Z,,2170,MISCHIEF TO PROP,3,Fredericton,516
Fulton Heights,2017-10-14T00:00:00.000Z,2017-10-14T00:00:00.000Z,2170,MISCHIEF TO PROP,3,Fredericton,517
Fulton Heights,2017-05-29T00:00:00.000Z,2017-05-29T00:00:00.000Z,2140,THEFT BIKE<$5000,3,Fredericton,518
Fulton Heights,2017-10-02T00:00:00.000Z,2017-10-02T00:00:00.000Z,2140,THEFT BIKE<$5000,3,Fredericton,519
Fulton Heights,2017-09-18T00:00:00.000Z,2017-10-18T00:00:00.000Z,2140,THEFT BIKE<$5000,2,Fredericton,520
Fulton Heights,2017-03-10T00:00:00.000Z,,2142,THEFT FROM MV < $5000,3,Fredericton,521
Fulton Heights,2017-03-09T00:00:00.000Z,2017-03-10T00:00:00.000Z,2142,THEFT FROM MV < $5000,3,Fredericton,522
Fulton Heights,2017-03-09T00:00:00.000Z,2017-03-10T00:00:00.000Z,2142,THEFT FROM MV < $5000,3,Fredericton,523
Fulton Heights,2017-03-10T00:00:00.000Z,2017-03-10T00:00:00.000Z,2142,THEFT FROM MV < $5000,3,Fredericton,524
Fulton Heights,2017-03-08T00:00:00.000Z,2017-03-09T00:00:00.000Z,2142,THEFT FROM MV < $5000,2,Fredericton,525
Fulton Heights,2017-03-29T00:00:00.000Z,,2142,THEFT FROM MV < $5000,3,Fredericton,526
Fulton Heights,2017-06-02T00:00:00.000Z,,2142,THEFT FROM MV < $5000,3,Fredericton,527
Fulton Heights,2017-07-01T00:00:00.000Z,2017-07-01T00:00:00.000Z,2142,THEFT FROM MV < $5000,3,Fredericton,528
Fulton Heights,2017-06-27T00:00:00.000Z,2017-07-03T00:00:00.000Z,2142,THEFT FROM MV < $5000,3,Fredericton,529
Fulton Heights,2017-07-10T00:00:00.000Z,2017-07-10T00:00:00.000Z,2142,THEFT FROM MV < $5000,2,Fredericton,530
Fulton Heights,2017-08-13T00:00:00.000Z,2017-08-13T00:00:00.000Z,2142,THEFT FROM MV < $5000,3,Fredericton,531
Fulton Heights,2017-08-29T00:00:00.000Z,2017-08-30T00:00:00.000Z,2142,THEFT FROM MV < $5000,3,Fredericton,532
Fulton Heights,2017-03-07T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,533
Fulton Heights,2017-06-05T00:00:00.000Z,2017-06-05T00:00:00.000Z,2140,THEFT OTH <$5000,3,Fredericton,534
Fulton Heights,2017-06-29T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,535
Fulton Heights,2017-07-04T00:00:00.000Z,2017-07-04T00:00:00.000Z,2140,THEFT OTH <$5000,3,Fredericton,536
Fulton Heights,2017-07-19T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,537
Fulton Heights,2017-10-08T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,538
Main Street,2017-03-17T00:00:00.000Z,,2110,ARSON-DAM.PROP.,3,Fredericton,539
Main Street,2017-01-21T00:00:00.000Z,,2120,B&E NON-RESIDNCE,2,Fredericton,540
Main Street,2017-03-21T00:00:00.000Z,2017-03-21T00:00:00.000Z,2120,B&E NON-RESIDNCE,2,Fredericton,541
Main Street,2017-03-23T00:00:00.000Z,2017-03-25T00:00:00.000Z,2120,B&E OTHER,3,Fredericton,542
Main Street,2017-06-01T00:00:00.000Z,2017-06-01T00:00:00.000Z,2120,B&E OTHER,2,Fredericton,543
Main Street,2017-07-24T00:00:00.000Z,,2120,B&E OTHER,2,Fredericton,544
Main Street,2017-08-01T00:00:00.000Z,2017-08-11T00:00:00.000Z,2120,B&E OTHER,3,Fredericton,545
Main Street,2017-03-05T00:00:00.000Z,,2120,B&E RESIDENCE,2,Fredericton,546
Main Street,2017-03-16T00:00:00.000Z,,2120,B&E RESIDENCE,3,Fredericton,547
Main Street,2017-04-04T00:00:00.000Z,2017-04-04T00:00:00.000Z,2120,B&E RESIDENCE,2,Fredericton,548
Main Street,2017-05-10T00:00:00.000Z,,2120,B&E RESIDENCE,2,Fredericton,549
Main Street,2017-06-04T00:00:00.000Z,2017-06-04T00:00:00.000Z,2120,B&E RESIDENCE,2,Fredericton,550
Main Street,2017-06-09T00:00:00.000Z,,2120,B&E RESIDENCE,2,Fredericton,551
Main Street,2017-07-10T00:00:00.000Z,2017-07-10T00:00:00.000Z,2120,B&E RESIDENCE,2,Fredericton,552
Main Street,2017-08-19T00:00:00.000Z,,2120,B&E RESIDENCE,2,Fredericton,553
Main Street,2017-04-07T00:00:00.000Z,2017-04-08T00:00:00.000Z,2170,MISCHIEF OBS USE,2,Fredericton,554
Main Street,2017-04-23T00:00:00.000Z,,2170,MISCHIEF TO PROP,2,Fredericton,555
Main Street,2017-07-07T00:00:00.000Z,2017-07-08T00:00:00.000Z,2170,MISCHIEF TO PROP,3,Fredericton,556
Main Street,2017-07-26T00:00:00.000Z,,2170,MISCHIEF TO PROP,2,Fredericton,557
Main Street,2017-07-30T00:00:00.000Z,2017-07-30T00:00:00.000Z,2170,MISCHIEF TO PROP,2,Fredericton,558
Main Street,2017-08-18T00:00:00.000Z,2017-08-19T00:00:00.000Z,2170,MISCHIEF TO PROP,2,Fredericton,559
Main Street,2017-08-23T00:00:00.000Z,,2170,MISCHIEF TO PROP,2,Fredericton,560
Main Street,2017-08-25T00:00:00.000Z,2017-08-25T00:00:00.000Z,2170,MISCHIEF TO PROP,2,Fredericton,561
Main Street,2017-09-01T00:00:00.000Z,,2170,MISCHIEF TO PROP,2,Fredericton,562
Main Street,2017-09-10T00:00:00.000Z,2017-09-10T00:00:00.000Z,2170,MISCHIEF TO PROP,2,Fredericton,563
Main Street,2017-09-12T00:00:00.000Z,,2170,MISCHIEF TO PROP,2,Fredericton,564
Main Street,2017-07-25T00:00:00.000Z,,2135,MOTOR VEH THEFT,2,Fredericton,565
Main Street,2017-10-12T00:00:00.000Z,,2135,MOTOR VEH THEFT,3,Fredericton,566
Main Street,2017-07-06T00:00:00.000Z,2017-07-07T00:00:00.000Z,2140,THEFT BIKE<$5000,2,Fredericton,567
Main Street,2017-07-11T00:00:00.000Z,2017-07-12T00:00:00.000Z,2140,THEFT BIKE<$5000,3,Fredericton,568
Main Street,2017-07-12T00:00:00.000Z,2017-07-12T00:00:00.000Z,2140,THEFT BIKE<$5000,2,Fredericton,569
Main Street,2017-01-01T00:00:00.000Z,2017-01-09T00:00:00.000Z,2142,THEFT FROM MV < $5000,2,Fredericton,570
Main Street,2017-03-20T00:00:00.000Z,2017-03-21T00:00:00.000Z,2142,THEFT FROM MV < $5000,3,Fredericton,571
Main Street,2017-05-08T00:00:00.000Z,,2142,THEFT FROM MV < $5000,2,Fredericton,572
Main Street,2017-05-26T00:00:00.000Z,2017-05-26T00:00:00.000Z,2142,THEFT FROM MV < $5000,2,Fredericton,573
Main Street,2017-06-01T00:00:00.000Z,2017-06-01T00:00:00.000Z,2142,THEFT FROM MV < $5000,3,Fredericton,574
Main Street,2017-05-31T00:00:00.000Z,2017-06-02T00:00:00.000Z,2142,THEFT FROM MV < $5000,2,Fredericton,575
Main Street,2017-07-27T00:00:00.000Z,2017-07-27T00:00:00.000Z,2142,THEFT FROM MV < $5000,2,Fredericton,576
Main Street,2017-07-27T00:00:00.000Z,,2142,THEFT FROM MV < $5000,2,Fredericton,577
Main Street,2017-07-26T00:00:00.000Z,2017-07-27T00:00:00.000Z,2142,THEFT FROM MV < $5000,2,Fredericton,578
Main Street,2017-10-11T00:00:00.000Z,2017-10-11T00:00:00.000Z,2142,THEFT FROM MV < $5000,2,Fredericton,579
Main Street,2017-01-10T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,580
Main Street,2017-01-24T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,581
Main Street,2017-01-29T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,582
Main Street,2017-02-09T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,583
Main Street,2017-01-25T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,584
Main Street,2017-03-08T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,585
Main Street,2017-03-24T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,586
Main Street,2017-03-08T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,587
Main Street,2017-03-31T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,588
Main Street,2017-03-31T00:00:00.000Z,2017-03-31T00:00:00.000Z,2140,THEFT OTH <$5000,2,Fredericton,589
Main Street,2017-04-19T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,590
Main Street,2017-03-01T00:00:00.000Z,2017-04-13T00:00:00.000Z,2140,THEFT OTH <$5000,3,Fredericton,591
Main Street,2017-05-04T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,592
Main Street,2017-05-08T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,593
Main Street,2017-05-24T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,594
Main Street,2017-06-01T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,595
Main Street,2017-06-01T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,596
Main Street,2017-05-30T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,597
Main Street,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,2140,THEFT OTH <$5000,2,Fredericton,598
Main Street,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,2140,THEFT OTH <$5000,2,Fredericton,599
Main Street,2017-06-02T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,600
Main Street,2017-05-27T00:00:00.000Z,2017-05-31T00:00:00.000Z,2140,THEFT OTH <$5000,2,Fredericton,601
Main Street,2017-06-05T00:00:00.000Z,2017-06-05T00:00:00.000Z,2140,THEFT OTH <$5000,2,Fredericton,602
Main Street,2017-06-04T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,603
Main Street,2017-08-09T00:00:00.000Z,2017-08-10T00:00:00.000Z,2140,THEFT OTH <$5000,3,Fredericton,604
Golf Club,2017-08-21T00:00:00.000Z,2017-08-22T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,605
Main Street,2017-08-19T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,606
Main Street,2017-05-08T00:00:00.000Z,2017-05-08T00:00:00.000Z,2140,THEFT OTH <$5000,2,Fredericton,607
Main Street,2017-09-16T00:00:00.000Z,2017-09-17T00:00:00.000Z,2140,THEFT OTH <$5000,3,Fredericton,608
Main Street,2017-09-28T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,609
Main Street,2017-10-10T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,610
Main Street,2017-05-01T00:00:00.000Z,,2130,THEFT OTH >$5000,2,Fredericton,611
Main Street,2017-05-08T00:00:00.000Z,,2130,THEFT OTH >$5000,2,Fredericton,612
Regiment Creek,2017-09-01T00:00:00.000Z,,2140,THEFT OTH <$5000,1,Fredericton,613
Gilridge Estates,2017-08-13T00:00:00.000Z,2017-08-14T00:00:00.000Z,2135,MOTOR VEH THEFT,1,Fredericton,614
Gilridge Estates,2017-04-10T00:00:00.000Z,2017-04-10T00:00:00.000Z,2142,THEFT FROM MV < $5000,1,Fredericton,615
Gilridge Estates,2017-07-01T00:00:00.000Z,,2140,THEFT OTH <$5000,1,Fredericton,616
Silverwood,2017-03-19T00:00:00.000Z,,2120,B&E RESIDENCE,12,Fredericton,617
Silverwood,2017-04-03T00:00:00.000Z,2017-04-03T00:00:00.000Z,2170,MISCHIEF TO PROP,12,Fredericton,618
Silverwood,2017-10-15T00:00:00.000Z,,2170,MISCHIEF TO PROP,12,Fredericton,619
Silverwood,2017-07-04T00:00:00.000Z,2017-09-28T00:00:00.000Z,2140,THEFT OTH <$5000,12,Fredericton,620
Silverwood,2017-10-01T00:00:00.000Z,,2140,THEFT OTH <$5000,12,Fredericton,621
Springhill,2017-02-07T00:00:00.000Z,2017-02-07T00:00:00.000Z,2120,B&E RESIDENCE,12,Fredericton,622
Nethervue Minihome Park,2017-05-03T00:00:00.000Z,2017-05-04T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,623
Monteith / Talisman,2017-04-01T00:00:00.000Z,,2120,B&E OTHER,12,Fredericton,624
Monteith / Talisman,2017-10-26T00:00:00.000Z,,2120,B&E RESIDENCE,12,Fredericton,625
Monteith / Talisman,2017-01-23T00:00:00.000Z,2017-01-24T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,626
Monteith / Talisman,2017-09-04T00:00:00.000Z,,2142,THEFT FROM MV < $5000,12,Fredericton,627
Garden Creek,2017-05-13T00:00:00.000Z,2017-05-15T00:00:00.000Z,2120,B&E NON-RESIDNCE,12,Fredericton,628
Garden Creek,2017-10-20T00:00:00.000Z,2017-10-21T00:00:00.000Z,2120,B&E NON-RESIDNCE,12,Fredericton,629
Garden Creek,2017-05-12T00:00:00.000Z,2017-05-19T00:00:00.000Z,2120,B&E OTHER,12,Fredericton,630
Garden Creek,2017-04-13T00:00:00.000Z,,2120,B&E RESIDENCE,12,Fredericton,631
Garden Creek,2017-10-13T00:00:00.000Z,,2142,THEFT FROM MV < $5000,12,Fredericton,632
Garden Creek,2017-01-29T00:00:00.000Z,,2140,THEFT OTH <$5000,12,Fredericton,633
Garden Creek,2017-02-11T00:00:00.000Z,,2140,THEFT OTH <$5000,12,Fredericton,634
Garden Creek,2017-02-21T00:00:00.000Z,,2140,THEFT OTH <$5000,12,Fredericton,635
Garden Creek,2017-02-22T00:00:00.000Z,,2140,THEFT OTH <$5000,12,Fredericton,636
Garden Creek,2017-06-25T00:00:00.000Z,2017-06-26T00:00:00.000Z,2140,THEFT OTH <$5000,12,Fredericton,637
Garden Creek,2017-08-31T00:00:00.000Z,,2140,THEFT OTH <$5000,12,Fredericton,638
Garden Creek,2017-09-13T00:00:00.000Z,,2140,THEFT OTH <$5000,12,Fredericton,639
Garden Creek,2017-03-31T00:00:00.000Z,2017-04-03T00:00:00.000Z,2130,THEFT OTH >$5000,12,Fredericton,640
Highpoint Ridge,2017-05-01T00:00:00.000Z,2017-05-01T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,641
Highpoint Ridge,2017-04-30T00:00:00.000Z,2017-05-01T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,642
Highpoint Ridge,2017-04-30T00:00:00.000Z,2017-05-01T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,643
Highpoint Ridge,2017-07-01T00:00:00.000Z,2017-07-01T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,644
Highpoint Ridge,2017-10-06T00:00:00.000Z,2017-10-12T00:00:00.000Z,2140,THEFT OTH <$5000,12,Fredericton,645
Greenwood Minihome Park,2017-04-03T00:00:00.000Z,2017-04-03T00:00:00.000Z,2120,B&E OTHER,12,Fredericton,646
Downtown,2017-07-26T00:00:00.000Z,2017-07-26T00:00:00.000Z,2140,THEFT OTH <$5000,11,Fredericton,647
Greenwood Minihome Park,2017-06-11T00:00:00.000Z,2017-06-12T00:00:00.000Z,2135,MOTOR VEH THEFT,12,Fredericton,648
Golf Club,2017-03-13T00:00:00.000Z,,2120,B&E RESIDENCE,12,Fredericton,649
Golf Club,2017-08-21T00:00:00.000Z,2017-08-22T00:00:00.000Z,2135,MOTOR VEH THEFT,12,Fredericton,650
Golf Club,2017-01-25T00:00:00.000Z,2017-01-26T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,651
Golf Club,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,652
Platt,2017-07-28T00:00:00.000Z,2017-07-28T00:00:00.000Z,2120,B&E RESIDENCE,10,Fredericton,653
Golf Club,2017-10-09T00:00:00.000Z,2017-10-09T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,654
Platt,2017-09-01T00:00:00.000Z,2017-09-02T00:00:00.000Z,2120,B&E RESIDENCE,11,Fredericton,655
Platt,2017-10-11T00:00:00.000Z,,2120,B&E RESIDENCE,10,Fredericton,656
Platt,2017-09-26T00:00:00.000Z,2017-10-15T00:00:00.000Z,2120,B&E RESIDENCE,10,Fredericton,657
Platt,2017-01-05T00:00:00.000Z,,2170,MISCHIEF TO PROP,11,Fredericton,658
Platt,2017-01-22T00:00:00.000Z,2017-01-23T00:00:00.000Z,2170,MISCHIEF TO PROP,11,Fredericton,659
Platt,2017-03-28T00:00:00.000Z,2017-03-28T00:00:00.000Z,2170,MISCHIEF TO PROP,11,Fredericton,660
Platt,2017-04-02T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,661
Platt,2017-04-01T00:00:00.000Z,2017-04-03T00:00:00.000Z,2170,MISCHIEF TO PROP,11,Fredericton,662
Platt,2017-04-24T00:00:00.000Z,,2170,MISCHIEF TO PROP,11,Fredericton,663
Platt,2017-04-27T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,664
Platt,2017-05-06T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,665
Platt,2017-05-09T00:00:00.000Z,,2170,MISCHIEF TO PROP,11,Fredericton,666
Platt,2017-05-10T00:00:00.000Z,,2170,MISCHIEF TO PROP,11,Fredericton,667
Platt,2017-05-10T00:00:00.000Z,2017-05-10T00:00:00.000Z,2170,MISCHIEF TO PROP,10,Fredericton,668
Platt,2017-05-10T00:00:00.000Z,2017-05-11T00:00:00.000Z,2170,MISCHIEF TO PROP,10,Fredericton,669
Platt,2017-05-24T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,670
Platt,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,2170,MISCHIEF TO PROP,11,Fredericton,671
Platt,2017-06-03T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,672
Platt,2017-06-26T00:00:00.000Z,,2170,MISCHIEF TO PROP,11,Fredericton,673
Platt,2017-07-01T00:00:00.000Z,,2170,MISCHIEF TO PROP,11,Fredericton,674
Platt,2017-07-14T00:00:00.000Z,,2170,MISCHIEF TO PROP,11,Fredericton,675
Platt,2017-07-14T00:00:00.000Z,2017-07-14T00:00:00.000Z,2170,MISCHIEF TO PROP,11,Fredericton,676
Platt,2017-07-15T00:00:00.000Z,2017-07-16T00:00:00.000Z,2170,MISCHIEF TO PROP,11,Fredericton,677
Platt,2017-07-21T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,678
Platt,2017-07-23T00:00:00.000Z,2017-07-24T00:00:00.000Z,2170,MISCHIEF TO PROP,10,Fredericton,679
Platt,2017-07-29T00:00:00.000Z,2017-07-29T00:00:00.000Z,2170,MISCHIEF TO PROP,11,Fredericton,680
Platt,2017-08-03T00:00:00.000Z,,2170,MISCHIEF TO PROP,11,Fredericton,681
Platt,2017-08-04T00:00:00.000Z,2017-08-05T00:00:00.000Z,2170,MISCHIEF TO PROP,10,Fredericton,682
Platt,2017-08-11T00:00:00.000Z,2017-08-11T00:00:00.000Z,2170,MISCHIEF TO PROP,10,Fredericton,683
Platt,2017-08-17T00:00:00.000Z,2017-08-17T00:00:00.000Z,2170,MISCHIEF TO PROP,10,Fredericton,684
Platt,2017-08-26T00:00:00.000Z,2017-08-26T00:00:00.000Z,2170,MISCHIEF TO PROP,11,Fredericton,685
Platt,2017-09-19T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,686
Platt,2017-09-29T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,687
Platt,2017-10-06T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,688
Platt,2017-03-12T00:00:00.000Z,2017-03-13T00:00:00.000Z,2135,MOTOR VEH THEFT,10,Fredericton,689
Platt,2017-04-21T00:00:00.000Z,2017-04-23T00:00:00.000Z,2135,MOTOR VEH THEFT,11,Fredericton,690
Platt,2017-08-16T00:00:00.000Z,2017-08-17T00:00:00.000Z,2135,MOTOR VEH THEFT,10,Fredericton,691
Platt,2017-05-21T00:00:00.000Z,2017-05-22T00:00:00.000Z,2140,THEFT BIKE<$5000,11,Fredericton,692
Platt,2017-06-02T00:00:00.000Z,2017-06-02T00:00:00.000Z,2140,THEFT BIKE<$5000,10,Fredericton,693
Platt,2017-06-10T00:00:00.000Z,2017-06-10T00:00:00.000Z,2140,THEFT BIKE<$5000,11,Fredericton,694
Platt,2017-06-12T00:00:00.000Z,2017-06-13T00:00:00.000Z,2140,THEFT BIKE<$5000,11,Fredericton,695
Platt,2017-06-13T00:00:00.000Z,2017-06-14T00:00:00.000Z,2140,THEFT BIKE<$5000,11,Fredericton,696
Platt,2017-06-14T00:00:00.000Z,2017-06-14T00:00:00.000Z,2140,THEFT BIKE<$5000,11,Fredericton,697
Platt,2017-06-16T00:00:00.000Z,2017-06-17T00:00:00.000Z,2140,THEFT BIKE<$5000,10,Fredericton,698
Platt,2017-06-24T00:00:00.000Z,2017-06-27T00:00:00.000Z,2140,THEFT BIKE<$5000,10,Fredericton,699
Platt,2017-07-04T00:00:00.000Z,2017-07-04T00:00:00.000Z,2140,THEFT BIKE<$5000,10,Fredericton,700
Platt,2017-07-03T00:00:00.000Z,2017-07-04T00:00:00.000Z,2140,THEFT BIKE<$5000,11,Fredericton,701
Platt,2017-07-07T00:00:00.000Z,2017-07-07T00:00:00.000Z,2140,THEFT BIKE<$5000,11,Fredericton,702
Platt,2017-07-17T00:00:00.000Z,2017-07-17T00:00:00.000Z,2140,THEFT BIKE<$5000,10,Fredericton,703
Downtown,2017-08-01T00:00:00.000Z,,2140,THEFT OTH <$5000,11,Fredericton,704
Downtown,2017-08-01T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,705
Downtown,2017-08-06T00:00:00.000Z,,2140,THEFT OTH <$5000,11,Fredericton,706
Downtown,2017-08-05T00:00:00.000Z,2017-08-05T00:00:00.000Z,2140,THEFT OTH <$5000,10,Fredericton,707
Downtown,2017-08-11T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,708
Downtown,2017-08-15T00:00:00.000Z,,2140,THEFT OTH <$5000,11,Fredericton,709
Downtown,2017-08-18T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,710
Downtown,2017-08-18T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,711
Downtown,2017-08-28T00:00:00.000Z,2017-08-28T00:00:00.000Z,2140,THEFT OTH <$5000,10,Fredericton,712
Downtown,2017-08-31T00:00:00.000Z,2017-08-31T00:00:00.000Z,2140,THEFT OTH <$5000,10,Fredericton,713
Downtown,2017-09-02T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,714
Downtown,2017-09-17T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,715
Downtown,2017-09-17T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,716
Downtown,2017-09-24T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,717
Downtown,2017-10-09T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,718
Downtown,2017-10-13T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,719
Downtown,2017-10-19T00:00:00.000Z,,2140,THEFT OTH <$5000,11,Fredericton,720
Downtown,2017-10-23T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,721
Downtown,2017-08-07T00:00:00.000Z,2017-08-07T00:00:00.000Z,2130,THEFT OTH >$5000,10,Fredericton,722
